timer,hart
2934.49516634,504
2935.34995666,508
2936.20474698,506
2937.0595373,504
2937.91432762,505
2938.76911794,507
2939.62390826,504
2940.47869858,502
2941.3334889,504
2942.18827922,504
2943.04306954,500
2943.89785986,498
2944.75265018,498
2945.6074405,498
2946.46223082,494
2947.31702113,493
2948.17181145,494
2949.02660177,494
2949.88139209,492
2950.73618241,494
2951.59097273,497
2952.44576305,497
2953.30055337,495
2954.15534369,497
2955.01013401,499
2955.86492433,497
2956.71971465,496
2957.57450497,499
2958.42929529,502
2959.28408561,503
2960.13887593,501
2960.99366624,502
2961.84845656,504
2962.70324688,501
2963.5580372,500
2964.41282752,501
2965.26761784,503
2966.12240816,502
2966.97719848,502
2967.8319888,503
2968.68677912,504
2969.54156944,502
2970.39635976,502
2971.25115008,504
2972.1059404,504
2972.96073072,505
2973.81552103,506
2974.67031135,509
2975.52510167,512
2976.37989199,510
2977.23468231,511
2978.08947263,511
2978.94426295,510
2979.79905327,507
2980.65384359,507
2981.50863391,508
2982.36342423,507
2983.21821455,504
2984.07300487,505
2984.92779519,506
2985.78258551,504
2986.63737583,501
2987.49216614,502
2988.34695646,501
2989.20174678,499
2990.0565371,497
2990.91132742,497
2991.76611774,497
2992.62090806,496
2993.47569838,495
2994.3304887,497
2995.18527902,499
2996.04006934,497
2996.89485966,496
2997.74964998,498
2998.6044403,498
2999.45923062,495
3000.31402093,495
3001.16881125,497
3002.02360157,498
3002.87839189,496
3003.73318221,497
3004.58797253,500
3005.44276285,501
3006.29755317,499
3007.15234349,500
3008.00713381,501
3008.86192413,501
3009.71671445,498
3010.57150477,498
3011.42629509,500
3012.28108541,501
3013.13587573,500
3013.99066604,503
3014.84545636,505
3015.70024668,504
3016.555037,504
3017.40982732,506
3018.26461764,506
3019.11940796,505
3019.97419828,504
3020.8289886,505
3021.68377892,506
3022.53856924,505
3023.39335956,502
3024.24814988,503
3025.1029402,502
3025.95773052,500
3026.81252083,498
3027.66731115,498
3028.52210147,498
3029.37689179,494
3030.23168211,491
3031.08647243,492
3031.94126275,492
3032.79605307,489
3033.65084339,487
3034.50563371,488
3035.36042403,489
3036.21521435,486
3037.07000467,488
3037.92479499,491
3038.77958531,492
3039.63437563,493
3040.48916594,497
3041.34395626,502
3042.19874658,505
3043.0535369,507
3043.90832722,509
3044.76311754,513
3045.61790786,512
3046.47269818,510
3047.3274885,510
3048.18227882,511
3049.03706914,507
3049.89185946,503
3050.74664978,503
3051.6014401,502
3052.45623042,499
3053.31102073,495
3054.16581105,496
3055.02060137,494
3055.87539169,489
3056.73018201,486
3057.58497233,486
3058.43976265,485
3059.29455297,480
3060.14934329,477
3061.00413361,480
3061.85892393,479
3062.71371425,475
3063.56850457,475
3064.42329489,476
3065.27808521,477
3066.13287553,475
3066.98766584,476
3067.84245616,480
3068.69724648,480
3069.5520368,479
3070.40682712,480
3071.26161744,481
3072.11640776,480
3072.97119808,479
3073.8259884,481
3074.68077872,483
3075.53556904,483
3076.39035936,482
3077.24514968,485
3078.09994,486
3078.95473032,486
3079.80952063,486
3080.66431095,490
3081.51910127,495
3082.37389159,495
3083.22868191,497
3084.08347223,504
3084.93826255,507
3085.79305287,505
3086.64784319,506
3087.50263351,509
3088.35742383,511
3089.21221415,506
3090.06700447,505
3090.92179479,507
3091.77658511,504
3092.63137543,499
3093.48616574,498
3094.34095606,501
3095.19574638,500
3096.0505367,494
3096.90532702,495
3097.76011734,497
3098.61490766,496
3099.46969798,491
3100.3244883,493
3101.17927862,496
3102.03406894,492
3102.88885926,491
3103.74364958,493
3104.5984399,496
3105.45323022,494
3106.30802053,491
3107.16281085,493
3108.01760117,496
3108.87239149,493
3109.72718181,492
3110.58197213,495
3111.43676245,498
3112.29155277,497
3113.14634309,497
3114.00113341,500
3114.85592373,501
3115.71071405,499
3116.56550437,501
3117.42029469,505
3118.27508501,506
3119.12987533,504
3119.98466564,506
3120.83945596,510
3121.69424628,512
3122.5490366,510
3123.40382692,512
3124.25861724,516
3125.11340756,517
3125.96819788,516
3126.8229882,518
3127.67777852,521
3128.53256884,518
3129.38735916,513
3130.24214948,514
3131.0969398,514
3131.95173012,511
3132.80652043,507
3133.66131075,508
3134.51610107,508
3135.37089139,504
3136.22568171,500
3137.08047203,501
3137.93526235,503
3138.79005267,501
3139.64484299,501
3140.49963331,504
3141.35442363,506
3142.20921395,504
3143.06400427,503
3143.91879459,501
3144.77358491,499
3145.62837523,496
3146.48316554,497
3147.33795586,497
3148.19274618,497
3149.0475365,495
3149.90232682,496
3150.75711714,499
3151.61190746,497
3152.46669778,494
3153.3214881,495
3154.17627842,495
3155.03106874,495
3155.88585906,493
3156.74064938,494
3157.5954397,495
3158.45023002,493
3159.30502033,492
3160.15981065,494
3161.01460097,496
3161.86939129,495
3162.72418161,493
3163.57897193,494
3164.43376225,496
3165.28855257,494
3166.14334289,493
3166.99813321,496
3167.85292353,497
3168.70771385,495
3169.56250417,495
3170.41729449,498
3171.27208481,499
3172.12687513,498
3172.98166544,498
3173.83645576,500
3174.69124608,499
3175.5460364,497
3176.40082672,498
3177.25561704,500
3178.11040736,500
3178.96519768,498
3179.819988,501
3180.67477832,502
3181.52956864,501
3182.38435896,499
3183.23914928,501
3184.0939396,503
3184.94872992,503
3185.80352023,501
3186.65831055,501
3187.51310087,501
3188.36789119,499
3189.22268151,497
3190.07747183,499
3190.93226215,500
3191.78705247,498
3192.64184279,498
3193.49663311,500
3194.35142343,501
3195.20621375,499
3196.06100407,500
3196.91579439,500
3197.77058471,499
3198.62537503,497
3199.48016534,498
3200.33495566,502
3201.18974598,504
3202.0445363,505
3202.89932662,507
3203.75411694,512
3204.60890726,516
3205.46369758,523
3206.3184879,533
3207.17327822,542
3208.02806854,548
3208.88285886,548
3209.73764918,550
3210.5924395,551
3211.44722982,546
3212.30202013,541
3213.15681045,537
3214.01160077,531
3214.86639109,522
3215.72118141,514
3216.57597173,509
3217.43076205,505
3218.28555237,497
3219.14034269,491
3219.99513301,488
3220.84992333,486
3221.70471365,482
3222.55950397,479
3223.41429429,479
3224.26908461,479
3225.12387492,476
3225.97866524,477
3226.83345556,480
3227.68824588,482
3228.5430362,481
3229.39782652,482
3230.25261684,486
3231.10740716,486
3231.96219748,487
3232.8169878,489
3233.67177812,491
3234.52656844,492
3235.38135876,490
3236.23614908,491
3237.0909394,494
3237.94572972,493
3238.80052003,493
3239.65531035,495
3240.51010067,496
3241.36489099,496
3242.21968131,496
3243.07447163,498
3243.92926195,499
3244.78405227,499
3245.63884259,497
3246.49363291,500
3247.34842323,501
3248.20321355,503
3249.05800387,503
3249.91279419,506
3250.76758451,507
3251.62237482,506
3252.47716514,506
3253.33195546,507
3254.18674578,507
3255.0415361,505
3255.89632642,503
3256.75111674,503
3257.60590706,501
3258.46069738,496
3259.3154877,494
3260.17027802,494
3261.02506834,493
3261.87985866,490
3262.73464898,491
3263.5894393,494
3264.44422962,495
3265.29901993,496
3266.15381025,499
3267.00860057,503
3267.86339089,505
3268.71818121,508
3269.57297153,513
3270.42776185,519
3271.28255217,522
3272.13734249,526
3272.99213281,530
3273.84692313,535
3274.70171345,536
3275.55650377,536
3276.41129409,537
3277.26608441,536
3278.12087472,532
3278.97566504,530
3279.83045536,528
3280.68524568,527
3281.540036,523
3282.39482632,520
3283.24961664,520
3284.10440696,517
3284.95919728,511
3285.8139876,509
3286.66877792,509
3287.52356824,507
3288.37835856,504
3289.23314888,503
3290.0879392,504
3290.94272952,503
3291.79751983,500
3292.65231015,501
3293.50710047,502
3294.36189079,503
3295.21668111,505
3296.07147143,511
3296.92626175,519
3297.78105207,525
3298.63584239,529
3299.49063271,534
3300.34542303,538
3301.20021335,538
3302.05500367,537
3302.90979399,535
3303.76458431,534
3304.61937462,529
3305.47416494,523
3306.32895526,520
3307.18374558,518
3308.0385359,512
3308.89332622,509
3309.74811654,508
3310.60290686,506
3311.45769718,500
3312.3124875,498
3313.16727782,498
3314.02206814,497
3314.87685846,495
3315.73164878,495
3316.5864391,495
3317.44122942,496
3318.29601973,494
3319.15081005,495
3320.00560037,498
3320.86039069,497
3321.71518101,496
3322.56997133,496
3323.42476165,500
3324.27955197,497
3325.13434229,497
3325.98913261,498
3326.84392293,501
3327.69871325,498
3328.55350357,497
3329.40829389,498
3330.26308421,497
3331.11787452,493
3331.97266484,490
3332.82745516,491
3333.68224548,491
3334.5370358,488
3335.39182612,486
3336.24661644,488
3337.10140676,488
3337.95619708,485
3338.8109874,484
3339.66577772,486
3340.52056804,483
3341.37535836,479
3342.23014868,477
3343.084939,479
3343.93972932,477
3344.79451963,475
3345.64930995,476
3346.50410027,480
3347.35889059,480
3348.21368091,479
3349.06847123,482
3349.92326155,487
3350.77805187,487
3351.63284219,486
3352.48763251,489
3353.34242283,494
3354.19721315,493
3355.05200347,492
3355.90679379,496
3356.76158411,498
3357.61637442,496
3358.47116474,496
3359.32595506,499
3360.18074538,501
3361.0355357,500
3361.89032602,501
3362.74511634,506
3363.59990666,508
3364.45469698,506
3365.3094873,507
3366.16427762,510
3367.01906794,510
3367.87385826,508
3368.72864858,507
3369.5834389,509
3370.43822922,510
3371.29301953,505
3372.14780985,504
3373.00260017,506
3373.85739049,503
3374.71218081,500
3375.56697113,499
3376.42176145,502
3377.27655177,499
3378.13134209,496
3378.98613241,498
3379.84092273,501
3380.69571305,499
3381.55050337,497
3382.40529369,500
3383.26008401,502
3384.11487432,501
3384.96966464,503
3385.82445496,506
3386.67924528,509
3387.5340356,509
3388.38882592,508
3389.24361624,510
3390.09840656,511
3390.95319688,509
3391.8079872,507
3392.66277752,508
3393.51756784,507
3394.37235816,503
3395.22714848,504
3396.0819388,505
3396.93672912,504
3397.79151943,500
3398.64630975,500
3399.50110007,504
3400.35589039,502
3401.21068071,499
3402.06547103,498
3402.92026135,502
3403.77505167,500
3404.62984199,497
3405.48463231,499
3406.33942263,500
3407.19421295,498
3408.04900327,497
3408.90379359,499
3409.75858391,502
3410.61337422,502
3411.46816454,502
3412.32295486,505
3413.17774518,508
3414.0325355,505
3414.88732582,503
3415.74211614,505
3416.59690646,507
3417.45169678,503
3418.3064871,502
3419.16127742,505
3420.01606774,504
3420.87085806,500
3421.72564838,500
3422.5804387,504
3423.43522902,504
3424.29001933,502
3425.14480965,503
3425.99959997,506
3426.85439029,506
3427.70918061,502
3428.56397093,502
3429.41876125,505
3430.27355157,504
3431.12834189,502
3431.98313221,504
3432.83792253,507
3433.69271285,507
3434.54750317,504
3435.40229349,505
3436.25708381,507
3437.11187412,504
3437.96666444,500
3438.82145476,501
3439.67624508,502
3440.5310354,497
3441.38582572,495
3442.24061604,496
3443.09540636,496
3443.95019668,491
3444.804987,485
3445.65977732,486
3446.51456764,492
3447.36935796,494
3448.22414828,460
3449.0789386,422
3449.93372892,459
3450.78851923,561
3451.64330955,668
3452.49809987,714
3453.35289019,768
3454.20768051,773
3455.06247083,789
3455.91726115,764
3456.77205147,744
3457.62684179,702
3458.48163211,653
3459.33642243,613
3460.19121275,560
3461.04600307,532
3461.90079339,517
3462.75558371,518
3463.61037402,506
3464.46516434,491
3465.31995466,481
3466.17474498,476
3467.0295353,472
3467.88432562,467
3468.73911594,460
3469.59390626,446
3470.44869658,426
3471.3034869,325
3472.15827722,469
3473.01306754,547
3473.86785786,572
3474.72264818,576
3475.5774385,576
3476.43222882,570
3477.28701913,560
3478.14180945,548
3478.99659977,531
3479.85139009,516
3480.70618041,506
3481.56097073,499
3482.41576105,491
3483.27055137,488
3484.12534169,478
3484.98013201,467
3485.83492233,465
3486.68971265,461
3487.54450297,456
3488.39929329,455
3489.25408361,456
3490.10887392,460
3490.96366424,462
3491.81845456,466
3492.67324488,471
3493.5280352,475
3494.38282552,480
3495.23761584,485
3496.09240616,489
3496.94719648,492
3497.8019868,494
3498.65677712,500
3499.51156744,500
3500.36635776,501
3501.22114808,502
3502.0759384,502
3502.93072872,504
3503.78551903,503
3504.64030935,504
3505.49509967,507
3506.34988999,507
3507.20468031,504
3508.05947063,498
3508.91426095,497
3509.76905127,500
3510.62384159,500
3511.47863191,501
3512.33342223,504
3513.18821255,505
3514.04300287,504
3514.89779319,504
3515.75258351,503
3516.60737382,503
3517.46216414,501
3518.31695446,501
3519.17174478,504
3520.0265351,501
3520.88132542,498
3521.73611574,502
3522.59090606,507
3523.44569638,503
3524.3004867,503
3525.15527702,503
3526.01006734,502
3526.86485766,496
3527.71964798,494
3528.5744383,493
3529.42922862,494
3530.28401893,491
3531.13880925,489
3531.99359957,493
3532.84838989,492
3533.70318021,489
3534.55797053,491
3535.41276085,494
3536.26755117,494
3537.12234149,496
3537.97713181,501
3538.83192213,507
3539.68671245,511
3540.54150277,511
3541.39629309,514
3542.25108341,516
3543.10587372,515
3543.96066404,516
3544.81545436,516
3545.67024468,516
3546.525035,509
3547.37982532,507
3548.23461564,507
3549.08940596,507
3549.94419628,504
3550.7989866,502
3551.65377692,500
3552.50856724,500
3553.36335756,496
3554.21814788,495
3555.0729382,493
3555.92772852,493
3556.78251883,491
3557.63730915,495
3558.49209947,501
3559.34688979,505
3560.20168011,506
3561.05647043,505
3561.91126075,510
3562.76605107,516
3563.62084139,526
3564.47563171,537
3565.33042203,547
3566.18521235,553
3567.04000267,560
3567.89479299,564
3568.74958331,565
3569.60437362,564
3570.45916394,560
3571.31395426,554
3572.16874458,548
3573.0235349,539
3573.87832522,534
3574.73311554,528
3575.58790586,519
3576.44269618,510
3577.2974865,504
3578.15227682,502
3579.00706714,497
3579.86185746,493
3580.71664778,489
3581.5714381,486
3582.42622842,485
3583.28101873,484
3584.13580905,484
3584.99059937,486
3585.84538969,486
3586.70018001,485
3587.55497033,486
3588.40976065,489
3589.26455097,493
3590.11934129,491
3590.97413161,494
3591.82892193,496
3592.68371225,495
3593.53850257,494
3594.39329289,493
3595.24808321,496
3596.10287352,503
3596.95766384,508
3597.81245416,517
3598.66724448,520
3599.5220348,512
3600.37682512,499
3601.23161544,511
3602.08640576,520
3602.94119608,580
3603.7959864,614
3604.65077672,610
3605.50556704,590
3606.36035736,564
3607.21514768,536
3608.069938,508
3608.92472832,475
3609.77951863,448
3610.63430895,432
3611.48909927,424
3612.34388959,419
3613.19867991,414
3614.05347023,414
3614.90826055,417
3615.76305087,421
3616.61784119,427
3617.47263151,434
3618.32742183,445
3619.18221215,453
3620.03700247,460
3620.89179279,469
3621.74658311,479
3622.60137342,486
3623.45616374,492
3624.31095406,498
3625.16574438,503
3626.0205347,508
3626.87532502,511
3627.73011534,514
3628.58490566,519
3629.43969598,518
3630.2944863,517
3631.14927662,519
3632.00406694,520
3632.85885726,518
3633.71364758,516
3634.5684379,517
3635.42322822,517
3636.27801853,515
3637.13280885,513
3637.98759917,514
3638.84238949,512
3639.69717981,510
3640.55197013,508
3641.40676045,508
3642.26155077,509
3643.11634109,505
3643.97113141,505
3644.82592173,505
3645.68071205,503
3646.53550237,500
3647.39029269,500
3648.24508301,506
3649.09987332,510
3649.95466364,510
3650.80945396,512
3651.66424428,514
3652.5190346,512
3653.37382492,507
3654.22861524,505
3655.08340556,519
3655.93819588,525
3656.7929862,524
3657.64777652,517
3658.50256684,511
3659.35735716,503
3660.21214748,497
3661.0669378,498
3661.92172812,499
3662.77651843,500
3663.63130875,497
3664.48609907,496
3665.34088939,496
3666.19567971,491
3667.05047003,488
3667.90526035,487
3668.76005067,486
3669.61484099,484
3670.46963131,482
3671.32442163,483
3672.17921195,483
3673.03400227,481
3673.88879259,482
3674.74358291,484
3675.59837322,486
3676.45316354,485
3677.30795386,485
3678.16274418,488
3679.0175345,489
3679.87232482,488
3680.72711514,491
3681.58190546,497
3682.43669578,496
3683.2914861,496
3684.14627642,499
3685.00106674,502
3685.85585706,502
3686.71064738,503
3687.5654377,506
3688.42022802,509
3689.27501833,508
3690.12980865,506
3690.98459897,506
3691.83938929,507
3692.69417961,503
3693.54896993,501
3694.40376025,502
3695.25855057,504
3696.11334089,501
3696.96813121,502
3697.82292153,504
3698.67771185,504
3699.53250217,501
3700.38729249,498
3701.24208281,498
3702.09687312,499
3702.95166344,495
3703.80645376,495
3704.66124408,497
3705.5160344,496
3706.37082472,496
3707.22561504,497
3708.08040536,498
3708.93519568,498
3709.789986,498
3710.64477632,499
3711.49956664,502
3712.35435696,503
3713.20914728,502
3714.0639376,504
3714.91872792,508
3715.77351823,506
3716.62830855,505
3717.48309887,506
3718.33788919,508
3719.19267951,505
3720.04746983,504
3720.90226015,503
3721.75705047,505
3722.61184079,502
3723.46663111,499
3724.32142143,500
3725.17621175,500
3726.03100207,496
3726.88579239,495
3727.74058271,496
3728.59537302,497
3729.45016334,493
3730.30495366,494
3731.15974398,494
3732.0145343,495
3732.86932462,494
3733.72411494,497
3734.57890526,501
3735.43369558,502
3736.2884859,503
3737.14327622,506
3737.99806654,509
3738.85285686,511
3739.70764718,511
3740.5624375,517
3741.41722782,522
3742.27201813,525
3743.12680845,528
3743.98159877,532
3744.83638909,534
3745.69117941,532
3746.54596973,531
3747.40076005,530
3748.25555037,528
3749.11034069,524
3749.96513101,520
3750.81992133,517
3751.67471165,514
3752.52950197,510
3753.38429229,508
3754.23908261,506
3755.09387292,503
3755.94866324,501
3756.80345356,500
3757.65824388,501
3758.5130342,501
3759.36782452,500
3760.22261484,499
3761.07740516,502
3761.93219548,501
3762.7869858,500
3763.64177612,500
3764.49656644,502
3765.35135676,500
3766.20614708,500
3767.0609374,502
3767.91572772,504
3768.77051803,504
3769.62530835,503
3770.48009867,504
3771.33488899,506
3772.18967931,504
3773.04446963,503
3773.89925995,503
3774.75405027,505
3775.60884059,503
3776.46363091,501
3777.31842123,504
3778.17321155,504
3779.02800187,504
3779.88279219,504
3780.73758251,505
3781.59237282,506
3782.44716314,505
3783.30195346,504
3784.15674378,506
3785.0115341,507
3785.86632442,505
3786.72111474,506
3787.57590506,507
3788.43069538,508
3789.2854857,505
3790.14027602,505
3790.99506634,508
3791.84985666,508
3792.70464698,506
3793.5594373,506
3794.41422762,508
3795.26901793,507
3796.12380825,505
3796.97859857,505
3797.83338889,506
3798.68817921,506
3799.54296953,504
3800.39775985,504
3801.25255017,506
3802.10734049,504
3802.96213081,503
3803.81692113,504
3804.67171145,506
3805.52650177,505
3806.38129209,504
3807.23608241,506
3808.09087272,509
3808.94566304,508
3809.80045336,507
3810.65524368,508
3811.510034,510
3812.36482432,509
3813.21961464,507
3814.07440496,509
3814.92919528,510
3815.7839856,510
3816.63877592,509
3817.49356624,512
3818.34835656,513
3819.20314688,510
3820.0579372,510
3820.91272752,512
3821.76751783,515
3822.62230815,513
3823.47709847,516
3824.33188879,521
3825.18667911,527
3826.04146943,532
3826.89625975,539
3827.75105007,544
3828.60584039,548
3829.46063071,545
3830.31542103,545
3831.17021135,544
3832.02500167,538
3832.87979199,532
3833.73458231,527
3834.58937262,523
3835.44416294,516
3836.29895326,509
3837.15374358,505
3838.0085339,503
3838.86332422,501
3839.71811454,499
3840.57290486,499
3841.42769518,499
3842.2824855,498
3843.13727582,497
3843.99206614,499
3844.84685646,500
3845.70164678,498
3846.5564371,497
3847.41122742,499
3848.26601773,501
3849.12080805,499
3849.97559837,499
3850.83038869,501
3851.68517901,503
3852.53996933,503
3853.39475965,505
3854.24954997,507
3855.10434029,509
3855.95913061,509
3856.81392093,511
3857.66871125,514
3858.52350157,515
3859.37829189,513
3860.23308221,514
3861.08787252,517
3861.94266284,516
3862.79745316,513
3863.65224348,513
3864.5070338,514
3865.36182412,512
3866.21661444,510
3867.07140476,511
3867.92619508,515
3868.7809854,512
3869.63577572,507
3870.49056604,508
3871.34535636,511
3872.20014668,509
3873.054937,505
3873.90972732,509
3874.76451763,512
3875.61930795,507
3876.47409827,501
3877.32888859,505
3878.18367891,509
3879.03846923,504
3879.89325955,500
3880.74804987,505
3881.60284019,508
3882.45763051,500
3883.31242083,497
3884.16721115,501
3885.02200147,499
3885.87679179,496
3886.73158211,497
3887.58637242,506
3888.44116274,509
3889.29595306,500
3890.15074338,499
3891.0055337,507
3891.86032402,507
3892.71511434,497
3893.56990466,498
3894.42469498,507
3895.2794853,506
3896.13427562,498
3896.98906594,500
3897.84385626,507
3898.69864658,505
3899.5534369,496
3900.40822722,499
3901.26301753,507
3902.11780785,504
3902.97259817,496
3903.82738849,500
3904.68217881,509
3905.53696913,505
3906.39175945,500
3907.24654977,507
3908.10134009,516
3908.95613041,513
3909.81092073,508
3910.66571105,516
3911.52050137,525
3912.37529169,519
3913.23008201,516
3914.08487232,523
3914.93966264,529
3915.79445296,525
3916.64924328,526
3917.5040336,533
3918.35882392,536
3919.21361424,527
3920.06840456,524
3920.92319488,527
3921.7779852,527
3922.63277552,518
3923.48756584,515
3924.34235616,519
3925.19714648,520
3926.0519368,515
3926.90672712,514
3927.76151743,519
3928.61630775,517
3929.47109807,511
3930.32588839,509
3931.18067871,511
3932.03546903,489
3932.89025935,498
3933.74504967,522
3934.59983999,532
3935.45463031,532
3936.30942063,528
3937.16421095,528
3938.01900127,522
3938.87379159,515
3939.72858191,516
3940.58337222,519
3941.43816254,525
3942.29295286,522
3943.14774318,515
3944.0025335,512
3944.85732382,509
3945.71211414,502
3946.56690446,493
3947.42169478,495
3948.2764851,495
3949.13127542,489
3949.98606574,487
3950.84085606,487
3951.69564638,489
3952.5504367,488
3953.40522702,488
3954.26001733,491
3955.11480765,495
3955.96959797,494
3956.82438829,497
3957.67917861,501
3958.53396893,502
3959.38875925,501
3960.24354957,503
3961.09833989,505
3961.95313021,505
3962.80792053,504
3963.66271085,506
3964.51750117,508
3965.37229149,509
3966.22708181,507
3967.08187212,506
3967.93666244,507
3968.79145276,506
3969.64624308,504
3970.5010334,506
3971.35582372,507
3972.21061404,509
3973.06540436,509
3973.92019468,511
3974.774985,514
3975.62977532,514
3976.48456564,514
3977.33935596,514
3978.19414628,514
3979.0489366,514
3979.90372692,512
3980.75851723,513
3981.61330755,514
3982.46809787,513
3983.32288819,515
3984.17767851,515
3985.03246883,516
3985.88725915,516
3986.74204947,515
3987.59683979,516
3988.45163011,515
3989.30642043,514
3990.16121075,513
3991.01600107,512
3991.87079139,511
3992.72558171,511
3993.58037202,510
3994.43516234,512
3995.28995266,512
3996.14474298,514
3996.9995333,518
3997.85432362,522
3998.70911394,526
3999.56390426,529
4000.41869458,531
4001.2734849,534
4002.12827522,533
4002.98306554,531
4003.83785586,528
4004.69264618,524
4005.5474365,519
4006.40222682,515
4007.25701713,508
4008.11180745,504
4008.96659777,500
4009.82138809,496
4010.67617841,493
4011.53096873,492
4012.38575905,489
4013.24054937,488
4014.09533969,487
4014.95013001,488
4015.80492033,489
4016.65971065,489
4017.51450097,490
4018.36929129,492
4019.22408161,493
4020.07887192,496
4020.93366224,498
4021.78845256,500
4022.64324288,501
4023.4980332,503
4024.35282352,506
4025.20761384,508
4026.06240416,508
4026.91719448,511
4027.7719848,512
4028.62677512,512
4029.48156544,513
4030.33635576,513
4031.19114608,514
4032.0459364,514
4032.90072672,513
4033.75551703,514
4034.61030735,516
4035.46509767,514
4036.31988799,514
4037.17467831,515
4038.02946863,516
4038.88425895,517
4039.73904927,517
4040.59383959,520
4041.44862991,522
4042.30342023,522
4043.15821055,523
4044.01300087,525
4044.86779119,526
4045.72258151,527
4046.57737182,526
4047.43216214,525
4048.28695246,525
4049.14174278,523
4049.9965331,523
4050.85132342,522
4051.70611374,522
4052.56090406,520
4053.41569438,521
4054.2704847,520
4055.12527502,519
4055.98006534,519
4056.83485566,519
4057.68964598,520
4058.5444363,521
4059.39922662,521
4060.25401693,520
4061.10880725,520
4061.96359757,520
4062.81838789,519
4063.67317821,518
4064.52796853,519
4065.38275885,517
4066.23754917,515
4067.09233949,514
4067.94712981,512
4068.80192013,513
4069.65671045,512
4070.51150077,510
4071.36629109,508
4072.22108141,506
4073.07587172,504
4073.93066204,504
4074.78545236,505
4075.64024268,503
4076.495033,500
4077.34982332,498
4078.20461364,498
4079.05940396,498
4079.91419428,497
4080.7689846,498
4081.62377492,497
4082.47856524,496
4083.33335556,496
4084.18814588,496
4085.0429362,495
4085.89772652,496
4086.75251683,495
4087.60730715,495
4088.46209747,494
4089.31688779,492
4090.17167811,491
4091.02646843,491
4091.88125875,489
4092.73604907,489
4093.59083939,488
4094.44562971,487
4095.30042003,488
4096.15521035,487
4097.01000067,488
4097.86479099,489
4098.71958131,488
4099.57437162,488
4100.42916194,488
4101.28395226,490
4102.13874258,491
4102.9935329,492
4103.84832322,494
4104.70311354,498
4105.55790386,501
4106.41269418,503
4107.2674845,505
4108.12227482,509
4108.97706514,511
4109.83185546,511
4110.68664578,514
4111.5414361,515
4112.39622642,515
4113.25101673,514
4114.10580705,512
4114.96059737,511
4115.81538769,510
4116.67017801,507
4117.52496833,508
4118.37975865,508
4119.23454897,507
4120.08933929,505
4120.94412961,507
4121.79891993,507
4122.65371025,506
4123.50850057,505
4124.36329089,507
4125.21808121,508
4126.07287152,508
4126.92766184,505
4127.78245216,505
4128.63724248,502
4129.4920328,498
4130.34682312,496
4131.20161344,496
4132.05640376,494
4132.91119408,490
4133.7659844,489
4134.62077472,491
4135.47556504,491
4136.33035536,490
4137.18514568,492
4138.039936,495
4138.89472632,496
4139.74951663,496
4140.60430695,499
4141.45909727,504
4142.31388759,505
4143.16867791,504
4144.02346823,505
4144.87825855,508
4145.73304887,506
4146.58783919,504
4147.44262951,505
4148.29741983,505
4149.15221015,504
4150.00700047,503
4150.86179079,506
4151.71658111,508
4152.57137142,506
4153.42616174,507
4154.28095206,508
4155.13574238,507
4155.9905327,505
4156.84532302,505
4157.70011334,507
4158.55490366,508
4159.40969398,506
4160.2644843,507
4161.11927462,509
4161.97406494,510
4162.82885526,511
4163.68364558,513
4164.5384359,518
4165.39322622,520
4166.24801653,521
4167.10280685,523
4167.95759717,527
4168.81238749,528
4169.66717781,528
4170.52196813,531
4171.37675845,536
4172.23154877,540
4173.08633909,544
4173.94112941,550
4174.79591973,555
4175.65071005,557
4176.50550037,558
4177.36029069,558
4178.21508101,558
4179.06987132,555
4179.92466164,550
4180.77945196,547
4181.63424228,542
4182.4890326,536
4183.34382292,528
4184.19861324,522
4185.05340356,516
4185.90819388,509
4186.7629842,504
4187.61777452,499
4188.47256484,496
4189.32735516,488
4190.18214548,483
4191.0369358,482
4191.89172612,481
4192.74651643,478
4193.60130675,478
4194.45609707,482
4195.31088739,485
4196.16567771,486
4197.02046803,488
4197.87525835,494
4198.73004867,496
4199.58483899,496
4200.43962931,499
4201.29441963,504
4202.14920995,506
4203.00400027,503
4203.85879059,505
4204.71358091,511
4205.56837122,510
4206.42316154,504
4207.27795186,506
4208.13274218,511
4208.9875325,507
4209.84232282,502
4210.69711314,505
4211.55190346,510
4212.40669378,506
4213.2614841,501
4214.11627442,505
4214.97106474,511
4215.82585506,508
4216.68064538,504
4217.5354357,508
4218.39022602,512
4219.24501633,505
4220.09980665,502
4220.95459697,505
4221.80938729,506
4222.66417761,501
4223.51896793,498
4224.37375825,502
4225.22854857,504
4226.08333889,500
4226.93812921,498
4227.79291953,503
4228.64770985,505
4229.50250017,501
4230.35729049,500
4231.21208081,504
4232.06687112,504
4232.92166144,497
4233.77645176,498
4234.63124208,500
4235.4860324,498
4236.34082272,491
4237.19561304,491
4238.05040336,495
4238.90519368,493
4239.759984,486
4240.61477432,487
4241.46956464,492
4242.32435496,491
4243.17914528,486
4244.0339356,490
4244.88872592,497
4245.74351623,497
4246.59830655,495
4247.45309687,500
4248.30788719,506
4249.16267751,507
4250.01746783,506
4250.87225815,512
4251.72704847,518
4252.58183879,517
4253.43662911,517
4254.29141943,522
4255.14620975,526
4256.00100007,524
4256.85579039,523
4257.71058071,525
4258.56537102,527
4259.42016134,524
4260.27495166,523
4261.12974198,527
4261.9845323,530
4262.83932262,535
4263.69411294,545
